  -0.036   0.094  -0.140  -0.089  -0.012   0.089   0.103  -0.117  -0.179   0.108   0.118  -0.163  -0.201   0.012   0.197   0.109  -0.075  -0.140   0.267   0.138  -0.065  -0.054  -0.013   0.147   0.343   0.334   0.203   0.027   0.085   0.202   0.000
  -0.005   0.156  -0.120  -0.035   0.084   0.181   0.174  -0.110  -0.151   0.194   0.164  -0.154  -0.133   0.126   0.311   0.165  -0.082  -0.102   0.326   0.116  -0.087  -0.066   0.033   0.245   0.404   0.322   0.159   0.016   0.086   0.204   0.000
   0.043   0.233  -0.080   0.046   0.207   0.288   0.258  -0.098  -0.093   0.294   0.209  -0.134  -0.024   0.271   0.436   0.228  -0.094  -0.043   0.378   0.082  -0.120  -0.084   0.093   0.349   0.450   0.282   0.095  -0.002   0.078   0.188   0.000
   0.105   0.317  -0.022   0.148   0.349   0.405   0.350  -0.082  -0.011   0.401   0.251  -0.104   0.119   0.437   0.564   0.298  -0.114   0.032   0.421   0.043  -0.161  -0.109   0.161   0.451   0.477   0.220   0.020  -0.024   0.063   0.156   0.000
   0.172   0.401   0.048   0.262   0.494   0.522   0.444  -0.067   0.087   0.507   0.291  -0.068   0.281   0.607   0.682   0.372  -0.138   0.115   0.453   0.009  -0.208  -0.140   0.231   0.541   0.485   0.144  -0.056  -0.049   0.043   0.112   0.000
   0.235   0.473   0.122   0.372   0.623   0.627   0.534  -0.054   0.187   0.599   0.327  -0.030   0.444   0.760   0.776   0.448  -0.163   0.196   0.473  -0.009  -0.255  -0.173   0.295   0.608   0.472   0.067  -0.118  -0.072   0.023   0.063   0.000
   0.284   0.520   0.188   0.458   0.713   0.703   0.609  -0.046   0.274   0.661   0.360   0.007   0.583   0.868   0.829   0.523  -0.181   0.263   0.478   0.001  -0.292  -0.205   0.341   0.640   0.436   0.002  -0.152  -0.091   0.005   0.018   0.000
   0.305   0.530   0.235   0.501   0.739   0.734   0.660  -0.042   0.328   0.676   0.391   0.039   0.670   0.903   0.823   0.592  -0.182   0.303   0.465   0.048  -0.309  -0.227   0.359   0.627   0.378  -0.038  -0.144  -0.101  -0.005  -0.017   0.000
   0.288   0.493   0.252   0.478   0.675   0.702   0.677  -0.039   0.334   0.629   0.422   0.068   0.678   0.838   0.739   0.652  -0.154   0.305   0.432   0.142  -0.293  -0.234   0.339   0.557   0.297  -0.040  -0.081  -0.099  -0.004  -0.034   0.000
   0.222   0.399   0.229   0.372   0.500   0.591   0.650  -0.035   0.275   0.505   0.454   0.092   0.584   0.647   0.565   0.697  -0.085   0.262   0.375   0.287  -0.233  -0.215   0.275   0.424   0.194   0.004   0.042  -0.081   0.013  -0.027   0.000
   0.103   0.246   0.161   0.167   0.200   0.390   0.575  -0.023   0.141   0.295   0.488   0.114   0.371   0.317   0.292   0.724   0.035   0.167   0.293   0.483  -0.120  -0.165   0.162   0.227   0.069   0.097   0.230  -0.045   0.046   0.008   0.000
  -0.073   0.034   0.044  -0.142  -0.230   0.092   0.449  -0.001  -0.073  -0.003   0.528   0.136   0.030  -0.159  -0.082   0.730   0.213   0.021   0.185   0.726   0.051  -0.079   0.000  -0.031  -0.074   0.238   0.476   0.010   0.096   0.070   0.000
  -0.299  -0.230  -0.121  -0.555  -0.784  -0.300   0.274   0.037  -0.365  -0.385   0.572   0.159  -0.435  -0.772  -0.550   0.712   0.451  -0.173   0.050   1.005   0.279   0.045  -0.205  -0.343  -0.234   0.419   0.770   0.082   0.162   0.158   0.000
  -0.568  -0.534  -0.326  -1.061  -1.444  -0.777   0.055   0.090  -0.725  -0.838   0.620   0.184  -1.009  -1.501  -1.096   0.671   0.741  -0.406  -0.108   1.307   0.557   0.204  -0.443  -0.691  -0.405   0.630   1.098   0.169   0.241   0.266   0.000
  -0.864  -0.860  -0.562  -1.638  -2.179  -1.322  -0.198   0.158  -1.137  -1.341   0.670   0.210  -1.664  -2.309  -1.694   0.606   1.071  -0.666  -0.287   1.614   0.871   0.389  -0.702  -1.056  -0.580   0.853   1.436   0.269   0.330   0.389   0.000
  -1.171  -1.189  -0.817  -2.257  -2.949  -1.907  -0.471   0.236  -1.580  -1.868   0.718   0.232  -2.364  -3.148  -2.314   0.518   1.420  -0.939  -0.479   1.904   1.202   0.591  -0.963  -1.413  -0.751   1.069   1.763   0.375   0.425   0.518   0.000
  -1.470  -1.501  -1.075  -2.883  -3.708  -2.503  -0.750   0.315  -2.030  -2.390   0.759   0.244  -3.064  -3.964  -2.919   0.406   1.763  -1.209  -0.678   2.157   1.527   0.793  -1.209  -1.733  -0.907   1.262   2.055   0.485   0.522   0.647   0.000
  -1.740  -1.775  -1.322  -3.476  -4.406  -3.074  -1.020   0.385  -2.460  -2.875   0.785   0.237  -3.719  -4.697  -3.470   0.272   2.071  -1.462  -0.876   2.352   1.821   0.979  -1.418  -1.988  -1.038   1.413   2.290   0.595   0.619   0.769   0.000
  -1.966  -1.995  -1.546  -3.999  -4.995  -3.586  -1.267   0.436  -2.847  -3.294   0.789   0.202  -4.280  -5.289  -3.931   0.115   2.318  -1.684  -1.064   2.472   2.062   1.135  -1.574  -2.153  -1.132   1.508   2.451   0.703   0.716   0.880   0.000
  -2.134  -2.148  -1.735  -4.416  -5.432  -4.006  -1.480   0.456  -3.167  -3.623   0.763   0.131  -4.708  -5.687  -4.269  -0.067   2.480  -1.863  -1.233   2.505   2.230   1.248  -1.659  -2.204  -1.177   1.540   2.525   0.809   0.813   0.979   0.000
  -2.234  -2.227  -1.881  -4.696  -5.683  -4.306  -1.649   0.437  -3.403  -3.841   0.701   0.019  -4.970  -5.852  -4.458  -0.273   2.540  -1.990  -1.373   2.445   2.313   1.309  -1.660  -2.127  -1.165   1.506   2.508   0.914   0.913   1.066   0.000
  -2.261  -2.227  -1.978  -4.819  -5.727  -4.468  -1.769   0.376  -3.542  -3.937   0.600  -0.137  -5.041  -5.756  -4.479  -0.500   2.492  -2.058  -1.477   2.291   2.306   1.316  -1.571  -1.912  -1.088   1.410   2.403   1.020   1.018   1.145   0.000
  -2.217  -2.153  -2.021  -4.773  -5.554  -4.477  -1.836   0.274  -3.576  -3.906   0.458  -0.331  -4.913  -5.390  -4.325  -0.744   2.338  -2.062  -1.536   2.053   2.212   1.272  -1.389  -1.562  -0.941   1.260   2.219   1.129   1.131   1.219   0.000
  -2.105  -2.011  -2.010  -4.556  -5.169  -4.333  -1.851   0.136  -3.500  -3.748   0.282  -0.554  -4.587  -4.760  -3.998  -0.995   2.091  -1.999  -1.544   1.744   2.042   1.186  -1.117  -1.085  -0.724   1.072   1.971   1.243   1.254   1.294   0.000
  -1.931  -1.808  -1.944  -4.176  -4.591  -4.041  -1.814  -0.026  -3.316  -3.472   0.078  -0.790  -4.075  -3.890  -3.509  -1.242   1.772  -1.868  -1.493   1.386   1.814   1.071  -0.763  -0.499  -0.439   0.864   1.679   1.364   1.388   1.372   0.000
  -1.706  -1.556  -1.826  -3.652  -3.845  -3.616  -1.729  -0.197  -3.030  -3.091  -0.142  -1.018  -3.401  -2.817  -2.878  -1.468   1.409  -1.668  -1.382   1.001   1.549   0.943  -0.339   0.172  -0.093   0.653   1.363   1.489   1.530   1.456   0.000
  -1.441  -1.266  -1.658  -3.007  -2.971  -3.076  -1.598  -0.361  -2.651  -2.622  -0.361  -1.215  -2.597  -1.591  -2.131  -1.656   1.033  -1.404  -1.208   0.616   1.270   0.819   0.138   0.898   0.303   0.459   1.047   1.617   1.677   1.546   0.000
  -1.146  -0.949  -1.446  -2.273  -2.009  -2.450  -1.426  -0.501  -2.192  -2.086  -0.566  -1.361  -1.701  -0.269  -1.302  -1.788   0.672  -1.080  -0.973   0.255   0.999   0.715   0.648   1.649   0.736   0.300   0.748   1.743   1.823   1.641   0.000
  -0.833  -0.617  -1.196  -1.484  -1.007  -1.768  -1.219  -0.603  -1.672  -1.503  -0.740  -1.434  -0.753   1.088  -0.427  -1.849   0.352  -0.705  -0.681  -0.062   0.755   0.643   1.171   2.393   1.189   0.186   0.484   1.861   1.959   1.737   0.000
  -0.514  -0.281  -0.919  -0.677  -0.012  -1.062  -0.984  -0.656  -1.112  -0.899  -0.871  -1.424   0.202   2.417   0.457  -1.828   0.094  -0.292  -0.342  -0.316   0.552   0.611   1.684   3.100   1.647   0.127   0.266   1.965   2.078   1.829   0.000
  -0.200   0.048  -0.625   0.110   0.930  -0.366  -0.730  -0.657  -0.537  -0.299  -0.950  -1.325   1.123   3.661   1.311  -1.721  -0.091   0.144   0.031  -0.496   0.396   0.623   2.169   3.744   2.090   0.125   0.102   2.049   2.173   1.910   0.000
   0.098   0.359  -0.330   0.841   1.778   0.287  -0.469  -0.605   0.027   0.275  -0.974  -1.142   1.969   4.766   2.098  -1.530  -0.199   0.585   0.423  -0.600   0.292   0.676   2.607   4.305   2.502   0.177  -0.009   2.109   2.238   1.975   0.000
   0.370   0.640  -0.049   1.485   2.496   0.866  -0.213  -0.508   0.553   0.796  -0.944  -0.885   2.706   5.691   2.786  -1.267  -0.232   1.011   0.816  -0.627   0.235   0.763   2.982   4.767   2.868   0.277  -0.067   2.141   2.271   2.021   0.000
   0.607   0.882   0.202   2.013   3.055   1.345   0.022  -0.378   1.015   1.246  -0.867  -0.576   3.306   6.405   3.349  -0.948  -0.199   1.401   1.190  -0.586   0.219   0.876   3.285   5.124   3.177   0.414  -0.078   2.148   2.272   2.045   0.000
   0.801   1.075   0.408   2.406   3.436   1.703   0.222  -0.229   1.390   1.605  -0.755  -0.238   3.749   6.888   3.767  -0.596  -0.114   1.739   1.528  -0.487   0.237   1.003   3.511   5.375   3.421   0.576  -0.051   2.132   2.245   2.050   0.000
   0.946   1.212   0.555   2.651   3.632   1.927   0.374  -0.077   1.661   1.860  -0.621   0.102   4.025   7.138   4.030  -0.236   0.009   2.008   1.813  -0.346   0.279   1.135   3.659   5.527   3.597   0.751   0.006   2.101   2.200   2.040   0.000
   1.040   1.289   0.636   2.745   3.644   2.012   0.466   0.064   1.817   2.005  -0.480   0.418   4.135   7.164   4.137   0.110   0.154   2.199   2.034  -0.176   0.338   1.262   3.736   5.592   3.707   0.926   0.086   2.065   2.148   2.022   0.000
